feature,importance
landscape_feat_2373,0.0
landscape_feat_2374,0.0
landscape_feat_2375,0.0
landscape_feat_2376,0.0
landscape_feat_2377,0.0
landscape_feat_2378,0.0
landscape_feat_2380,0.0
landscape_feat_2382,0.0
landscape_feat_2435,0.0
landscape_feat_2383,0.0
landscape_feat_2384,0.0
landscape_feat_2385,0.0
landscape_feat_2386,0.0
landscape_feat_2387,0.0
landscape_feat_2388,0.0
landscape_feat_2389,0.0
landscape_feat_2372,0.0
landscape_feat_2371,0.0
landscape_feat_2370,0.0
landscape_feat_2369,0.0
landscape_feat_2352,0.0
landscape_feat_2353,0.0
landscape_feat_2354,0.0
landscape_feat_2355,0.0
landscape_feat_2356,0.0
landscape_feat_2357,0.0
landscape_feat_2359,0.0
landscape_feat_2360,0.0
landscape_feat_2361,0.0
landscape_feat_2362,0.0
landscape_feat_2363,0.0
landscape_feat_2364,0.0
landscape_feat_2365,0.0
landscape_feat_2366,0.0
landscape_feat_2368,0.0
landscape_feat_2390,0.0
landscape_feat_2391,0.0
landscape_feat_2392,0.0
landscape_feat_2416,0.0
landscape_feat_2419,0.0
landscape_feat_2420,0.0
landscape_feat_2421,0.0
